,country,year,kind,title,sid
17226,Japan,2008,Drama,Mirai Koshi Meguru,854
17227,Japan,2005,Movie,Way Of Blue Sky,5606
17228,Japan,2001,Movie,Agitator,6882
17229,Japan,1982,Movie,Aikoku Sentai Dai Nippon,40677
17230,Japan,2007,Movie,Big Man Japan,7006
17231,Japan,2019,Movie,Black Fox: Age of the Ninja,40566
17232,Japan,1989,Movie,Black Rain,8723
17233,Japan,1970,Movie,Blind Woman’s Curse,6962
17234,Japan,1978,Movie,Blue Christmas,15587
17235,Japan,1994,Movie,Blue SWAT: The Movie,16313
17236,Japan,1998,Movie,Blues Harp,7699
17237,Japan,2019,Movie,Boku wa Iesusama ga Kirai,26184
17238,Japan,1965,Movie,Brutal Tales of Chivalry 1,11717
17239,Japan,2009,Movie,Chohatsu Daikaiju Gehara,17607
17240,Japan,1988,Movie,Cyber Ninja,18325
17241,Japan,1983,Movie,Daicon Film's Return of Ultraman,40667
17242,Japan,2010,Movie,Death Kappa,6367
17243,Japan,2001,Movie,Electric Dragon 80.000 V,6645
17244,Japan,1966,Movie,Émotion,30821
17245,Japan,1976,Drama,Enban Sensou Bankid,28273
17246,Japan,1974,Movie,ESPY,15131
17247,Japan,1998,Movie,Eyes of the Spider,1929
17248,Japan,1972,Movie,Female Prisoner #701: Scorpion,10930
17249,Japan,1995,Movie,Gakkou no Kaidan,6699
17250,Japan,2012,Movie,Giant God Warrior Appears in Tokyo,14867
17251,Japan,1966,Movie,Golden Bat,16112
17252,Japan,1975,Movie,Graveyard of Honor,11715
17253,Japan,1989,Movie,Gunhed,7188
17254,Japan,1958,Movie,H-Man,4678
17255,Japan,2001,Movie,Hyper Space Boy: Wonder Seven,29268
17256,Japan,1975,Movie,I Am a Cat,13960
17257,Japan,2017,Drama,Kaijuu Club Kuusou Tokusatsu Seishunki,17311
17258,Japan,2001,Drama Special,Kamen Rider Kuuga: First Dream of the New Year,33079
17259,Japan,2006,Movie,Kani Goalkeeper,13964
17260,Japan,2011,Movie,Karate-Robo Zaborgar,4837
17261,Japan,1989,Movie,Kidou Keiji Jiban: The Movie,16312
17263,Japan,1999,Movie,Kyuukyuu Sentai GoGoFive: Sudden Shock! A New Warrior,8050
17264,Japan,2020,Movie,Labyrinth of Cinema,32405
17265,Japan,1990,Movie,Lady Battle Cop,15382
17266,Japan,1977,Movie,Legend of Dinosaurs and Monster Birds,6126
17267,Japan,1999,Movie,Ley Lines,14592
17268,Japan,1998,Movie,License to Live,14672
17269,Japan,2007,Movie,Like a Dragon,13743
17270,Japan,1963,Movie,Matango,4425
17271,Japan,2005,Movie,Meatball Machine,13891
17272,Japan,1978,Movie,Message from Space,7379
17273,Japan,1978,Drama,Message from Space: Galactic Wars,13856
17274,Japan,1991,Movie,Mikadroid,14206
17275,Japan,2020,Movie,Monster Seafood Wars,31902
17276,Japan,2015,Movie,Nobi,10247
17277,Japan,2014,Movie,Nuigulumar Z,7172
17278,Japan,2005,Movie,Princess Raccoon,8407
17279,Japan,1978,Movie,Queen Bee,43176
17280,Japan,1993,Movie,Rex: Dinosaur Story,40727
17281,Japan,1981,Movie,School in the Crosshairs,13977
17282,Japan,1998,Movie,Serpent's Path,16699
17283,Japan,2000,Movie,Shiki-jitsu,2288
17284,Japan,1999,Movie,Shikoku,4191
17285,Japan,1995,Movie,Shinjuku Triad Society,19744
17286,Japan,1984,Movie,Space Sheriff Shaider: The Movie,21849
17287,Japan,1979,Movie,Spider-Man Movie,7651
17288,Japan,1991,Movie,Stray Dog: Kerberos Panzer Cops,8815
17289,Japan,1973,Movie,Submersion of Japan,4963
17290,Japan,1987,Movie,Sukeban Deka The Movie,12998
17291,Japan,2009,Movie,Symbol,5222
17292,Japan,1971,Movie,Sympathy for the Underdog,10808
17293,Japan,1992,Movie,Talking Head,7407
17294,Japan,2000,Drama,Tekkoki Mikazuki,5403
17295,Japan,1996,Movie,The 8-Tomb Village,13144
17296,Japan,1979,Movie,The Adventures of Kosuke Kindaichi,26032
17297,Japan,2004,Movie,The Calamari Wrestler,11526
17298,Japan,1977,Movie,The Devil's Ballad,31780
17299,Japan,1977,Movie,The Devil's Island,25892
17300,Japan,2020,Movie,The Great Buddha Arrival,34496
17301,Japan,2021,Movie,The Great Yokai War: Guardians,36235
17302,Japan,1979,Movie,The House of Hanging,36256
17303,Japan,1976,Movie,The Inugami Family,13969
17304,Japan,1983,Movie,The Little Girl Who Conquered Time,3153
17305,Japan,1963,Movie,The Lost World of Sinbad,11590
17306,Japan,1966,Movie,The Magic Serpent,7031
17307,Japan,1979,Movie,The Man Who Stole the Sun,6779
17308,Japan,2008,Movie,The Monster X Strikes Back/Attack the G8 Summit ,4808
17309,Japan,1987,Movie,The Red Spectacles,8804
17310,Japan,1974,Movie,The Street Fighter,14374
17311,Japan,1977,Movie,The War in Space,7312
17312,Japan,2006,Movie,The World Sinks Except Japan,16659
17313,Japan,1967,Movie,The X from Outer Space,4797
17314,Japan,1973,Movie,The Yakuza Papers 2: Hiroshima Deathmatch,6498
17315,Japan,1993,Movie,Tokusou Robo Janperson: The Movie,16311
17316,Japan,1998,Movie,Tokyo Eyes,11963
17317,Japan,1988,Movie,Tokyo: The Last Megalopolis,14652
17318,Japan,1989,Movie,Tokyo: The Last War,43273
17319,Japan,1992,Movie,Topaz,9581
17320,Japan,1969,Movie,"Tora-san, Our Lovable Tramp",13954
17321,Japan,1984,Movie,Uchuu Keiji Shaider: Pursuit! The Strange Kidnappers!,21871
17322,Japan,1966,Drama,Ultra Q,6503
17323,Japan,1990,Movie,Ultra Q The Movie: Legend of the Stars,6841
17324,Japan,1993,Drama Special,Ultraman vs. Kamen Rider,44706
17325,Japan,1997,Movie,Ultraman Zearth 2: Superman Big Battle - Light and Shadow,5730
17326,Japan,2011,Drama Special,Ultraman Zero Gaiden: Killer the Beatstar,14391
17327,Japan,1991,Movie,World Apartment Horror,13967
17328,Japan,1968,Movie,Yokai Monsters: 100 Monsters,4910
17329,Japan,1969,Movie,Yokai Monsters: Along with Ghosts,4921
17330,Japan,1968,Movie,Yokai Monsters: Spook Warfare,4852
17331,Japan,1991,Movie,Zeiram,4835
17332,Japan,1994,Movie,Zeiram 2,4838
17341,Japan,2013,Movie,Sweet Whip,12626
17343,Japan,2013,Movie,The Werewolf Game: The Villagers Side,7385
17351,Japan,2020,Drama,Shinitai Yoru ni Kagitte,31228
17394,Japan,2019,Drama,Hotarugusa,26826
17399,Japan,2022,Drama,Ame ni Kieta Himawari,46237
17403,Japan,2014,Drama,Borderline,9680
17415,Japan,2017,Drama,Iryu Sousa Season 4,18147
17420,Japan,2022,Drama Special,Kamen Rider Genms - Smart Brain and 1000% Crisis,46713
17426,Japan,2019,Drama,Rika,27733
17427,Japan,1997,Drama,Stalker Sasou Onna,10001
17429,Japan,2021,Drama,Tantei☆Hoshikamo,39791
17437,Japan,2014,Drama,Tokubou - Keisatsuchou Tokushu Bouhan Ka,8590
17487,Japan,2018,TV Show,Rea(L)ove,21521
17489,Japan,2009,Movie,Chasing My Girl,4329
17490,Japan,2011,Movie,Go! Boys High School Drama Club,3332
17491,Japan,2011,Movie,In the City of Dawn,1949
17493,Japan,2010,Movie,Love Scenario,5375
17494,Japan,2005,Movie,Miracle in Four Days,1985
17495,Japan,2011,Movie,Princess Toyotomi,2059
17496,Japan,2011,Movie,Samurai Angel Wars,3328
17497,Japan,2010,Movie,Shodo Girls,3943
17499,Japan,2019,Movie,Touken Ranbu,23732
17500,Japan,2007,Movie,Sundome 1,1587
17502,Japan,2022,Drama,Game of Spy,45883
17503,Japan,2023,Drama,Get Ready!,49412
17504,Japan,2018,Drama,Haishin Boy - Boku ga YouTuber ni Natta Riyuu,21086
17505,Japan,2012,Drama,Hana no Zubora Meshi,4912
17506,Japan,2012,Drama,Hayami-san to Yobareru Hi,3112
17507,Japan,2023,Drama,Toriaezu Kanpai Shimasen ka?,50036
17508,Japan,2022,Drama,Youtuber ni Musume wa Yaran!,44592
17509,Japan,2010,Movie,Abacus and Sword,3326
17510,Japan,2020,Movie,All the Things We Never Said,30688
17511,Japan,2019,Drama,Atarashii Osama,24259
17512,Japan,2017,Movie,Automation,31049
17513,Japan,2023,Drama,Dai Byoin Senkyo,49583
17514,Japan,2022,Drama,First Penguin!,48322
17515,Japan,2023,Drama,Hyakuman Kai Ieba Yokatta,49600
17516,Japan,2004,Movie,Install,1996
17517,Japan,2012,Movie,Kichijoji no Asahina kun,6587
17518,Japan,2021,Drama,Kokucho no Mizuumi,40895
17519,Japan,2022,Drama,Kyoso no Bannin,47251
17520,Japan,2011,Drama,Last Money - Ai no Nedan,2968
17521,Japan,1946,Movie,No Regrets for Our Youth,8750
17522,Japan,2014,Movie,Oh! Father,7125
17523,Japan,2021,Movie,On the Street,31778
17524,Japan,2010,Movie,Rambling Hearts,2014
17525,Japan,2012,Drama Special,Romeo & Juliet,29254
17526,Japan,2020,Drama,Sekai Wa 3 de Dekite iru,33275
17527,Japan,2019,Drama Special,Shimei: Keiji no Time Limit,26685
17528,Japan,2020,Movie,Silent Rain,29267
17529,Japan,1960,Movie,The Bad Sleep Well,6403
17530,Japan,2010,Movie,The Chasing World 2,6051
17531,Japan,2020,Movie,The Town of Headcounts,33964
17532,Japan,2022,Drama,Touboui F,44403
17533,Japan,2023,Drama,Wana no Senso,46436
17534,Japan,2023,Drama,"Zenryoku de, Aishite Ii Kana?",49865
17541,Japan,2009,Movie,Instant Numa,822
17544,Japan,1999,Drama,Over Time,1908
17545,Japan,2012,Movie,Potechi,3390
17546,Japan,2016,Drama Special,Sutekina Sen Taxi Special,14073
17559,Japan,2021,Drama,Ochanigosu,38329
17567,Japan,2014,Movie,Aka X Pinku,9592
17570,Japan,2004,Movie,Marebito,3272
17571,Japan,2013,Drama,Frenemy - Dobunezumi no Machi,6726
17572,Japan,2012,Drama,Magma,3829
17573,Japan,2012,Drama,Soup Curry,3391
17574,Japan,2017,Drama,Yasuragi no Sato,16563
17575,Japan,2019,Drama,Zettai Seigi,24631
17576,Japan,2001,Drama,3 nen B gumi Kinpachi Sensei Season 6,5064
17577,Japan,2020,Drama,Alive - Gan Senmoni no Karte,30432
17578,Japan,2009,Movie,An Encyclopedia of Unconventional Women,4181
17579,Japan,2020,Movie,Around the Edge of the Stand,32078
17580,Japan,2013,Drama Special,Aruku Aruku Aruku. Shikoku Henro-do.,5708
17581,Japan,2015,Movie,Asatsuyu,32506
17582,Japan,2009,Movie,"Baby, Baby, Baby!",3145
17583,Japan,2006,Drama,Bengoshi no Kuzu,2446
17584,Japan,2013,Drama Special,Boku ga Chichioya ni Naru Made,6529
17585,Japan,2007,Movie,Bubble Fiction: Boom or Bust,3757
17586,Japan,2010,Drama,Chase,928
17587,Japan,2013,Drama Special,Cheap Flight!!,5856
17588,Japan,2008,Movie,Chii-chan wa Yukyu no Muko,4756
17590,Japan,2013,Drama,Detarame Hero,5791
17591,Japan,2003,Drama,Dr. Koto Shinryojo,2437
17592,Japan,2006,Drama,Dr. Koto Shinryojo 2006,5652
17593,Japan,2016,Drama Special,Fuji Family,13312
17594,Japan,2012,Movie,G'mor evian!,4513
17595,Japan,2015,Drama,Genkai Shuraku Kabushiki Kaisha,10325
17596,Japan,2014,Drama,Gin Nikan ,7831
17597,Japan,2021,Movie,Goldfish on the Seaside,40136
17598,Japan,2009,Drama,Gyne,914
17599,Japan,2019,Movie,Haruka's Pottery,36509
17600,Japan,2017,Drama Special,Honto ni Atta Kowai Hanashi: Summer Special 2017,17537
17601,Japan,2002,Movie,Hotel Hibiscus,7003
17602,Japan,1992,Drama,Houkago,7045
17603,Japan,2005,Movie,In the Pool,7523
17604,Japan,2006,Movie,Island of Light,4179
17605,Japan,1941,Movie,Joi no Kiroku,28902
17606,Japan,2007,Drama,Juken no Kamisama,2039
17607,Japan,2013,Drama Special,Kaibutsu,6770
17608,Japan,2019,Drama,Kaidan Botan Doro: Beauty and Fear,29535
17609,Japan,2008,Movie,Kodomo no Kodomo,6508
17610,Japan,2016,Drama Special,Koi no Sanriku,13845
17611,Japan,2011,Movie,Looking for a True Fiancee,2050
17612,Japan,2015,Drama,Lunch no Akko-chan,11929
17613,Japan,2013,Drama,Made in Japan,5289
17614,Japan,2011,Drama,Madonna Verde,1321
17615,Japan,2004,Drama,Medaka,4282
17616,Japan,1993,Movie,Moving,12164
17617,Japan,2019,Drama,Nihon Boro Yado Kiko,24363
17618,Japan,2013,Drama,No Con Kid ,7323
17619,Japan,2009,Movie,Noriben: The Recipe for Fortune,4334
17620,Japan,2013,Movie,Orpheus' Lyre,6408
17621,Japan,2009,Movie,Pandora's Box,3302
17622,Japan,2010,Movie,Permanent Nobara,3324
17623,Japan,2021,Movie,POP!,39792
17624,Japan,2013,Drama Special,Radio,8004
17625,Japan,2012,Drama Special,Reset - Honto no Shiawase no Mitsuke Kata,5111
17626,Japan,2005,Drama,Ruri no Shima,4299
17627,Japan,2013,Drama,Saito-san 2,6702
17628,Japan,2022,Movie,"Sayonara, Girls.",48741
17629,Japan,2021,Drama,Seiten wo Tsuke,27811
17630,Japan,2019,Movie,Senkotsu,23761
17631,Japan,2021,Movie,She Came,37857
17632,Japan,2018,Movie,She's Gone,32507
17633,Japan,2008,Drama,Shikaotoko Aoniyoshi,1503
17634,Japan,2015,Drama,Shimeshi,12436
17635,Japan,2020,Movie,Soirée,33277
17636,Japan,2016,Drama,"Sono “Okodawari”, Watashi ni mo Kure yo!!",14081
17637,Japan,2019,Movie,Special Actors,33769
17638,Japan,2003,Drama,Suika,2662
17639,Japan,2012,Drama,Suitei Yuuzai,3838
17640,Japan,1997,Movie,Suzaku,9815
17641,Japan,2020,Movie,Tabun,39243
17643,Japan,2020,Movie,Terorun to Runrun,34898
17644,Japan,2013,Drama Special,Tokeiya no Musume,7567
17645,Japan,2009,Drama,Ueno Juri to Itsutsu no Kaban ,3819
17646,Japan,2007,Movie,"Yunagi City, Sakura Country",2861
17662,Japan,2014,Movie,Death Streamed Live,30702
17663,Japan,2016,Movie,Dokumushi: Toxic Insects,21953
17672,Japan,2009,Movie,Teketeke 2,4794
17676,Japan,2015,Movie,The Werewolf Game: Crazy Fox,13338
17677,Japan,2018,Drama,The Werewolf Game: Lost Eden,21199
17679,Japan,2011,Drama,Carnation,2964
17680,Japan,2014,Movie,Gajimaru Restaurant's Love,10152
17685,Japan,2018,Movie,Complicity,26629
17689,Japan,2001,Movie,Genji: A Thousand Year Love,6386
17690,Japan,1999,Movie,Jubaku Spellbound,7204
17691,Japan,2008,Movie,Naoko,940
17693,Japan,2014,Movie,The Vancouver Asahi,8565
17703,Japan,2012,Drama,Iki mo Dekinai Natsu,4350
17728,Japan,2020,Movie,Beyond The Infinite Two Minutes,32310
17729,Japan,1996,Movie,Supermarket Woman,8377
17730,Japan,1985,Movie,Tampopo,3602
17760,Japan,1999,Drama,Rasen,5663
17762,Japan,2002,Drama,Artificial Beauty,2746
17763,Japan,2019,Drama,Babysitter Gin,26379
17764,Japan,2004,Drama Special,Bewitched in Tokyo SP,20021
17765,Japan,2021,Drama Special,Byouin no Naoshikata SP,48008
17766,Japan,2021,Drama,ConneXion,42162
17767,Japan,2016,Drama,Good Partner,14028
17768,Japan,2022,Drama,Hanayome Miman Escape,46379
17769,Japan,2022,Drama,Hanayome Miman Escape Kanketsu-hen,49702
17770,Japan,2019,Drama,Haru: Sogo Shosha no Onna,27381
17771,Japan,2001,Drama,Love Revolution,2651
17772,Japan,2007,Drama Special,Maison Ikkoku,2487
17773,Japan,2008,Drama Special,Maison Ikkoku Kanketsuhen,5654
17774,Japan,2004,Drama,Okusama wa Majo,17422
17775,Japan,2022,Movie,Radiation House: The Movie,44699
17776,Japan,2008,Drama,Ryokiteki na Kanojo,1897
17777,Japan,1995,Drama,Second Chance ,7833
17778,Japan,2020,Drama,Suits Season 2,31389
17779,Japan,1996,Drama,The Ugly Duckling,19622
17780,Japan,2022,Drama,Waru: Koisuru Otoko ga Kakko Warui Nante Dare ga Itta?,47656
17781,Japan,2019,Drama,Watashi no Ojisan: Wataoji,24046
17782,Japan,2002,Drama,Wedding Planner,7156
17783,Japan,2014,Drama,"Isharyou Bengoshi - Anata no Namida, Okane ni Kaemashou",7775
17785,Japan,2006,Movie,Aru Ai No Uta,2681
17788,Japan,2011,Drama Special,Kaze no Shounen: Ozaki Yutaka Towa no Densetsu,2963
17789,Japan,1953,Movie,Love Letter,13111
17790,Japan,1962,Movie,Love Under the Crucifix,15500
17791,Japan,2000,Drama,Taiyo wa Shizumanai,4173
17793,Japan,1960,Movie,The Wandering Princess,30661
17794,Japan,2006,Drama,Top Caster,3771
17795,Japan,1956,Movie,Warning from Space,7363
17801,Japan,1999,Movie,Tomie,3418
17802,Japan,2007,Movie,Tomie vs Tomie,3436
17803,Japan,1999,Movie,Tomie: Another Face,3419
17804,Japan,2005,Movie,Tomie: Beginning,3434
17805,Japan,2001,Movie,Tomie: Re-birth,3424
17806,Japan,2000,Movie,Tomie: Replay,3420
17807,Japan,2005,Movie,Tomie: Revenge,3435
17808,Japan,2002,Movie,Tomie: The Final Chapter - Forbidden Fruit,3433
17810,Japan,2005,Movie,White Panic,1632
17814,Japan,2014,Movie,Midnight Screening with the Vampire,12424
17817,Japan,2017,Movie,Spring Like Lover,37107
17819,Japan,1971,Movie,"Throw Away Your Books, Rally in the Streets",11161
17824,Japan,2005,Movie,"Mayonaka no Kita-san, Yaji-san",6100
17825,Japan,2022,Drama,Neko Bukken,44899
17826,Japan,2009,Movie,Sori Nokoshita Natsu,8387
17830,Japan,2015,Drama,Gekijorei kara no Shotaijo,15034
17832,Japan,2013,Movie,Hitokowa 2: Deadly Hauntings,43559
17833,Japan,2013,Movie,Hitokowa 3: The Killing Hour,43546
17838,Japan,2019,Movie,One Step,38467
17846,Japan,2016,Movie,FEEL,30652
17853,Japan,2008,Drama,Tomica Hero: Rescue Force,6040
17854,Japan,2008,Movie,Tomica Hero: Rescue Force The Movie: Rescue The Mach Train!,33081
17864,Japan,2017,Movie,Amy Said,18109
17865,Japan,2021,Drama,Anata Hannin Jaarimasen,37998
17866,Japan,2021,Drama,Aoiuso: Kokuhaku no Hokago,40120
17874,Japan,2018,Movie,Blood-Club Dolls 1,28020
17877,Japan,2010,Drama,Cat Taxi,41339
17885,Japan,2017,Movie,Death Row Family,18304
17895,Japan,2022,Drama,"Elpis: Kibou, Aruiwa Wazawai",48308
17899,Japan,2011,Movie,Female Prisoner No. 701 ~SASORI~,28764
17904,Japan,1973,Drama,Garasu zaiku no ie,47436
17910,Japan,2020,Drama,Hachioji Zombies,30633
17912,Japan,2015,Drama,Hamon,11131
17914,Japan,2021,Drama,Homeraretai Boku no Mousou Gohan,41867
17915,Japan,2019,Drama Special,Honto ni Atta Kowai Hanashi: 20th Anniversary Special,28768
17917,Japan,2022,Drama,Hotel: Next Door,47593
17918,Japan,1999,Movie,Hypnosis,5047
17924,Japan,2012,Movie,Joshuu 701 Gou 2: Sasori Gaiden ~ Dai 41 Zakkyobou,28744
17925,Japan,2010,Drama,Jotei Kaoruko,1905
17926,Japan,2019,Drama,Juken Zombie,27485
17928,Japan,2021,Drama,Kanojo no Ura Sekai: Akiko Side,42954
17929,Japan,2021,Drama,Kao Dake Sensei,43350
17930,Japan,2020,Drama,Kaseifu no Mitazono Season 4,31755
17931,Japan,2006,Drama,Kemonomichi,6621
17934,Japan,2013,Drama,Kumo no Kaidan,6244
17935,Japan,2021,Drama,Kuroshinri Kanojo ga Oshieru Kindan no Shinrijutsu,40534
17938,Japan,2011,Movie,Lost Harmony,5305
17939,Japan,2016,Movie,Lost Seranade,23876
17940,Japan,2019,Movie,Manriki,26559
17947,Japan,2010,Drama,Mori no Asagao,2744
17953,Japan,2019,Drama,Namonaki Fukushuusha ZEGEN,29490
17954,Japan,2010,Movie,Nanase Futatabi,1954
17955,Japan,2022,Drama,Nani ka Okashii,46833
17959,Japan,2013,Drama,OL Kana no Ojisan Kansatsu Nikki.,27922
17960,Japan,2014,Drama,Otona Grimm,16737
17967,Japan,2000,Drama,Quiz,18632
17971,Japan,2014,Drama,Real Escape Game TV,28275
17972,Japan,2009,Drama,Rinjo,3617
17973,Japan,2010,Drama,Rinjo 2: The Voice of the Dead,22177
17976,Japan,2000,Drama,Saimin,24535
17978,Japan,2022,Drama,"Sawako: Sore wa, Hatenaki Fukushuu",48789
17979,Japan,2008,Drama,SCANDAL,5072
17983,Japan,2011,Drama,Shitsuren Hoken,1328
17984,Japan,2022,Drama,Sister,48898
17987,Japan,2018,Movie,Sore Sore ga Yatte Kitara,47624
18006,Japan,2018,Drama,The Fake Show,44188
18020,Japan,2014,Movie,The Urban Legend of Sugisawa Village,43799
18021,Japan,2018,Movie,The Widow,31146
18023,Japan,2012,Drama,Tightrope no Onna ,3848
18027,Japan,2002,Movie,Tsuki ni Shizumu,27905
18030,Japan,2019,Drama Special,W no Higeki,27738
18031,Japan,2018,Movie,Watashi wa Zettai Yurusanai,26117
18038,Japan,2020,Drama,Yokai Ningen Bella: Episode 0,34930
18039,Japan,2022,Drama,Yukionna to Kani wo Kuu,47170
18040,Japan,2023,Drama,#Who Am I,50257
18041,Japan,2014,Movie,0.5mm,9835
18043,Japan,2014,Movie,100 Yen Love,12780
18045,Japan,2011,Drama Special,11 Moji no Satsujin,3606
18064,Japan,2013,Movie,A Better Tomorrow,47782
18070,Japan,2014,Movie,A Courtesan with Flowered Skin,9820
18083,Japan,2010,Movie,A Night in Nude: Salvation,6438
18088,Japan,2021,Movie,A Room Only for Two People,40919
18097,Japan,2016,Movie,A Woman Wavering In The Rain,11497
18108,Japan,2007,Drama Special,Akuma ga Kitarite Fue wo Fuku,11054
18109,Japan,2002,Drama,Algernon ni Hanataba wo,4463
18111,Japan,1996,Movie,All Night Long III,14665
18116,Japan,2002,Movie,Alter Ego,16820
18120,Japan,2017,Drama,Ame ga Furu to Kimi wa Yasashii,17846
18122,Japan,2001,Movie,An Adolescent,7534
18131,Japan,2021,Movie,Aoi Won't Let Me Do It,40463
18134,Japan,2012,Drama Special,Arakawa Under the Bridge Special,10046
18137,Japan,2016,Drama,Arechi no Koi,13432
18140,Japan,2015,Movie,Asleep,10508
18141,Japan,2005,Movie,Asoko no Seki,16704
18142,Japan,2017,Movie,Asura Girl - BLOOD-C Ibun Chi,17513
18157,Japan,2008,Movie,Bakushi,26968
18174,Japan,2015,Movie,Being Good,9528
18183,Japan,1999,Movie,Black Angel Vol. 2,15423
18184,Japan,2011,Movie,Black Angels,1974
18188,Japan,2006,Movie,Black Kiss,1634
18191,Japan,2010,Movie,Black Rat,5137
18192,Japan,2018,Drama,Black Scandal,22912
18196,Japan,2011,Drama,Blizzard,16953
18216,Japan,2011,Drama Special,Brutus no Shinzo,7249
18228,Japan,2010,Movie,Caterpillar,5799
18243,Japan,2016,Movie,Cinderella Game,14949
18246,Japan,2010,Movie,City Spirits Legendary - Spirit Factory,17453
18255,Japan,2015,Movie,Come With Me To Hell,16822
18261,Japan,2017,Movie,Cosmetic Wars,16188
18266,Japan,2018,Movie,Crying Bitch,48799
18270,Japan,1992,Movie,"Curse, Death & Spirit",15351
18272,Japan,2011,Movie,CUT,17215
18273,Japan,2006,Movie,Cycle,16883
18294,Japan,2020,Movie,Death Come True,30618
18296,Japan,2006,Movie,Death Water,7723
18303,Japan,2019,Movie,Demolition Girl,27440
18309,Japan,2007,Movie,Detective Story,15192
18321,Japan,1996,Movie,Don't Look Up,7719
18328,Japan,2003,Movie,Doppelganger,6902
18381,Japan,1997,Drama Special,East of Eden,28041
18383,Japan,2001,Movie,Eko Eko Azarak IV,5698
18384,Japan,2011,Movie,Eko Eko Azarak: Kuroi Misa First Episode,17399
18389,Japan,2010,Movie,Elevator to the Gallows,1507
18397,Japan,2011,Movie,Erotibot,17553
18416,Japan,2010,Movie,Fashion Hell,13909
18430,Japan,2004,Movie,Flower & Snake,36685
18431,Japan,2010,Movie,Flower & Snake 3,32049
18432,Japan,2005,Movie,Flower & Snake II,36686
18433,Japan,1974,Movie,Flower and Snake,15322
18434,Japan,1986,Movie,Flower and Snake 3: Punishment,36741
18435,Japan,2014,Movie,Flower and Snake: Zero,16393
